argc:3,size:10,Time difference: 1800[ns]
argc:3,size:10,Time difference: 1900[ns]
argc:3,size:10,Time difference: 1700[ns]
argc:3,size:10,Time difference: 1800[ns]
argc:3,size:10,Time difference: 1800[ns]
argc:3,size:10,Time difference: 2300[ns]
argc:3,size:10,Time difference: 1900[ns]
argc:3,size:10,Time difference: 1700[ns]
argc:3,size:10,Time difference: 1800[ns]
argc:3,size:10,Time difference: 1700[ns]
argc:3,size:50,Time difference: 48700[ns]
argc:3,size:50,Time difference: 35100[ns]
argc:3,size:50,Time difference: 35000[ns]
argc:3,size:50,Time difference: 35200[ns]
argc:3,size:50,Time difference: 99000[ns]
argc:3,size:50,Time difference: 34600[ns]
argc:3,size:50,Time difference: 34200[ns]
argc:3,size:50,Time difference: 34900[ns]
argc:3,size:50,Time difference: 34900[ns]
argc:3,size:50,Time difference: 77900[ns]
argc:3,size:100,Time difference: 278700[ns]
argc:3,size:100,Time difference: 264100[ns]
argc:3,size:100,Time difference: 290900[ns]
argc:3,size:100,Time difference: 292800[ns]
argc:3,size:100,Time difference: 384600[ns]
argc:3,size:100,Time difference: 424200[ns]
argc:3,size:100,Time difference: 315900[ns]
argc:3,size:100,Time difference: 265300[ns]
argc:3,size:100,Time difference: 273600[ns]
argc:3,size:100,Time difference: 340800[ns]
argc:3,size:200,Time difference: 2943200[ns]
argc:3,size:200,Time difference: 2568100[ns]
argc:3,size:200,Time difference: 2535100[ns]
argc:3,size:200,Time difference: 2645000[ns]
argc:3,size:200,Time difference: 2427500[ns]
argc:3,size:200,Time difference: 2562700[ns]
argc:3,size:200,Time difference: 2600700[ns]
argc:3,size:200,Time difference: 2458900[ns]
argc:3,size:200,Time difference: 2489700[ns]
argc:3,size:200,Time difference: 2564600[ns]
argc:3,size:300,Time difference: 9096500[ns]
argc:3,size:300,Time difference: 9070100[ns]
argc:3,size:300,Time difference: 9234900[ns]
argc:3,size:300,Time difference: 9343900[ns]
argc:3,size:300,Time difference: 9246900[ns]
argc:3,size:300,Time difference: 9145000[ns]
argc:3,size:300,Time difference: 8973200[ns]
argc:3,size:300,Time difference: 9164300[ns]
argc:3,size:300,Time difference: 9214600[ns]
argc:3,size:300,Time difference: 9033300[ns]
argc:3,size:400,Time difference: 22224300[ns]
argc:3,size:400,Time difference: 22666000[ns]
argc:3,size:400,Time difference: 22420500[ns]
argc:3,size:400,Time difference: 22032900[ns]
argc:3,size:400,Time difference: 22095500[ns]
argc:3,size:400,Time difference: 22246400[ns]
argc:3,size:400,Time difference: 21649100[ns]
argc:3,size:400,Time difference: 21889400[ns]
argc:3,size:400,Time difference: 21458900[ns]
argc:3,size:400,Time difference: 21273600[ns]
argc:3,size:500,Time difference: 48985300[ns]
argc:3,size:500,Time difference: 43810600[ns]
argc:3,size:500,Time difference: 43270700[ns]
argc:3,size:500,Time difference: 42592700[ns]
argc:3,size:500,Time difference: 43541700[ns]
argc:3,size:500,Time difference: 43040200[ns]
argc:3,size:500,Time difference: 43813200[ns]
argc:3,size:500,Time difference: 43923500[ns]
argc:3,size:500,Time difference: 43550700[ns]
argc:3,size:500,Time difference: 44676000[ns]
argc:3,size:750,Time difference: 155791300[ns]
argc:3,size:750,Time difference: 152250300[ns]
argc:3,size:750,Time difference: 157688900[ns]
argc:3,size:750,Time difference: 150836800[ns]
argc:3,size:750,Time difference: 149254300[ns]
argc:3,size:750,Time difference: 159938600[ns]
argc:3,size:750,Time difference: 149578600[ns]
argc:3,size:750,Time difference: 150102000[ns]
argc:3,size:750,Time difference: 155479200[ns]
argc:3,size:750,Time difference: 151154800[ns]
argc:3,size:1000,Time difference: 356999600[ns]
argc:3,size:1000,Time difference: 362481400[ns]
argc:3,size:1000,Time difference: 356329100[ns]
argc:3,size:1000,Time difference: 366911800[ns]
argc:3,size:1000,Time difference: 370262600[ns]
argc:3,size:1000,Time difference: 360300800[ns]
argc:3,size:1000,Time difference: 360922700[ns]
argc:3,size:1000,Time difference: 366201600[ns]
argc:3,size:1000,Time difference: 360983200[ns]
argc:3,size:1000,Time difference: 366931900[ns]
argc:3,size:1500,Time difference: 1427141700[ns]
argc:3,size:1500,Time difference: 1431185800[ns]
argc:3,size:1500,Time difference: 1450649600[ns]
argc:3,size:1500,Time difference: 1536991300[ns]
argc:3,size:1500,Time difference: 1527415900[ns]
argc:3,size:1500,Time difference: 1515733300[ns]
argc:3,size:1500,Time difference: 1484321200[ns]
argc:3,size:1500,Time difference: 1423066000[ns]
argc:3,size:1500,Time difference: 1439297400[ns]
argc:3,size:1500,Time difference: 1491689200[ns]
argc:3,size:2000,Time difference: 7111124600[ns]
argc:3,size:2000,Time difference: 7481944600[ns]
argc:3,size:2000,Time difference: 7281807900[ns]
argc:3,size:2000,Time difference: 7453710800[ns]
argc:3,size:2000,Time difference: 7355055200[ns]
argc:3,size:2000,Time difference: 7595997100[ns]
argc:3,size:2000,Time difference: 7398623900[ns]
argc:3,size:2000,Time difference: 7585444000[ns]
argc:3,size:2000,Time difference: 7246770100[ns]
argc:3,size:2000,Time difference: 7336515100[ns]
